phrase,acceptability score
biological prose,0.2727272727272727
increased striker,0.2727272727272727
fantastic thousand,0.2727272727272727
full-time mast,0.2727272727272727
quiet surplus,0.2727272727272727
estimated grandmother,0.2727272727272727
continued prosecutor,0.2727272727272727
South quality,0.2727272727272727
least stimulus,0.2727272727272727
mixed erm,0.2727272727272727
economic shoulder,0.2727272727272727
theoretical rubber,0.2727272727272727
provincial moisture,0.2727272727272727
dedicated sunlight,0.2727272727272727
proud slab,0.2727272727272727
false outfit,0.2727272727272727
integral peninsula,0.2727272727272727
outer cousin,0.2727272727272727
acute future,0.2727272727272727
nervous academy,0.2727272727272727
Democratic nerve,0.2727272727272727
steep desire,0.2727272727272727
obvious pound,0.2727272727272727
golden citizen,0.2727272727272727
vast solicitor,0.2727272727272727
valid spam,0.2727272727272727
clinical dollar,0.2727272727272727
little burial,0.2727272727272727
dead abolition,0.2727272727272727
negative founder,0.2727272727272727
white gambling,0.2727272727272727
legendary pension,0.2727272727272727
twin sum,0.2727272727272727
fair spa,0.2727272727272727
rapid geometry,0.2727272727272727
brief rubbish,0.2727272727272727
random submarine,0.2727272727272727
variable bridge,0.2727272727272727
environmental knot,0.2727272727272727
east mass,0.2727272727272727
conservative mountain,0.2727272727272727
underground dollar,0.2727272727272727
subject solicitor,0.2727272727272727
statistical shaft,0.2727272727272727
institutional squadron,0.2727272727272727
clear secretary,0.2727272727272727
pregnant desire,0.2727272727272727
conservative someone,0.2727272727272727
chronic metadata,0.2727272727272727
slow sunshine,0.2727272727272727
mental snake,0.2727272727272727
generic ditch,0.2727272727272727
fellow measurement,0.2727272727272727
steep tyre,0.2727272727272727
Jewish globe,0.2727272727272727
vulnerable projector,0.2727272727272727
competitive ant,0.2727272727272727
regional enough,0.2727272727272727
integral urine,0.2727272727272727
fellow ammunition,0.2727272727272727
thin midfield,0.2727272727272727
sick trademark,0.2727272727272727
influential gym,0.2727272727272727
urban daughter,0.2727272727272727
audio hectare,0.2857142857142857
immediate economics,0.2857142857142857
male shade,0.2857142857142857
east pledge,0.2857142857142857
coastal cab,0.2857142857142857
front fossil,0.2857142857142857
stable uncertainty,0.2857142857142857
keen truck,0.2857142857142857
ill black,0.2857142857142857
urban mention,0.2857142857142857
outside dividend,0.2857142857142857
brown runner-up,0.2857142857142857
written fighter,0.2857142857142857
audio nationalism,0.2857142857142857
familiar connectivity,0.2857142857142857
wet celebrity,0.2857142857142857
narrow keeper,0.2857142857142857
on-line text-decoration,0.2857142857142857
presidential prevention,0.2857142857142857
eligible bubble,0.2857142857142857
mainstream daylight,0.2857142857142857
Islamic rotation,0.2857142857142857
ethical harassment,0.2857142857142857
outside kilometer,0.2857142857142857
terrorist room,0.3
forthcoming chocolate,0.3
revolutionary tray,0.3
tough anime,0.3
front feat,0.3
North rugby,0.3
junior abundance,0.3
mathematical auction,0.3
careful destination,0.3
welcome pond,0.3
front distress,0.3
sure antibiotic,0.3
clear investigator,0.3
guilty junction,0.3
mainstream soil,0.3
Catholic arm,0.3
gay subsection,0.3
consecutive anxiety,0.3
inclusive herb,0.3
artificial ballad,0.3
ethical branch,0.3
North leaflet,0.3
next ore,0.3
Soviet behalf,0.3
widespread liaison,0.3
amateur cone,0.3
written refreshment,0.3
accurate dependence,0.3
architectural tune,0.3
ultimate corn,0.3
corporate vibration,0.3
difficult wake,0.3
frequent bibliography,0.3
realistic bowel,0.3
white undertaking,0.3
Danish sediment,0.3
open pound,0.3
happy theorem,0.3
chief mill,0.3
careful nucleus,0.3
helpful submarine,0.3
main chess,0.3
organisational visa,0.3
stunning tissue,0.3
careful certificate,0.3
South move,0.3
sorry metadata,0.3
active repeat,0.3
cheap corps,0.3
underground pepper,0.3
graphic recruit,0.3
romantic cutting,0.3
artificial spell,0.3
past steering,0.3
inclusive bay,0.3
literary caution,0.3
sweet Police,0.3
full-time blade,0.3
scientific revenge,0.3
planned senator,0.3
consecutive genetics,0.3
detailed herd,0.3
outdoor sanction,0.3
Christian fighting,0.3
concrete Christianity,0.3
dependent night,0.3
organisational landing,0.3
individual crowd,0.3
smooth remainder,0.3
psychological lunch,0.3
gentle pharmacy,0.3
academic bulk,0.3
vulnerable thread,0.3
friendly tissue,0.3
functional walk,0.3
outer globalisation,0.3
ill novel,0.3
qualified incarnation,0.3
ethnic terminus,0.3
recent cream,0.3
electronic nut,0.3
soft motto,0.3
careful directory,0.3
automatic junk,0.3
inclusive archaeologist,0.3
integral compound,0.3
busy redundancy,0.3
responsible everyone,0.3
mutual laptop,0.3
scientific cage,0.3
willing elevation,0.3
hot biotechnology,0.3
future substrate,0.3
racial zoo,0.3
inclusive gender,0.3
short emergence,0.3
terrorist garden,0.3
daily doll,0.3
funny maturity,0.3
violent noun,0.3
minimal destination,0.3
environmental stone,0.3
adjacent virus,0.3
monthly motorist,0.3
hot aim,0.3
registered innovation,0.3
overseas coating,0.3
dead slate,0.3
keen ipod,0.3
varied ancestor,0.3
thick solicitor,0.3
sufficient chef,0.3
Christian rifle,0.3
reasonable helicopter,0.3
interested season,0.3
wrong ruin,0.3
Conservative microscope,0.3
technological wound,0.3
related equilibrium,0.3
educational ray,0.3
wrong enthusiast,0.3
absolute visit,0.3
old accuracy,0.3
dark shock,0.3
assistant lyric,0.3
median slave,0.3
slight agriculture,0.3
estimated cannon,0.3
outdoor patience,0.3
evil molecule,0.3
collective desert,0.3
part-time automobile,0.3
friendly candle,0.3
technical gold,0.3
upper logic,0.3
outdoor midwife,0.3
exclusive rescue,0.3
outside abstract,0.3
Japanese NHS,0.3
opposite prohibition,0.3
difficult main,0.3
bright warrant,0.3
dramatic lorry,0.3
enjoyable loan,0.3
past equation,0.3
sole final,0.3
consecutive horror,0.3
Italian capsule,0.3
sure volume,0.3
vulnerable tide,0.3
expensive vowel,0.3
outer misuse,0.3
attractive thousand,0.3
architectural bicycle,0.3
bad grave,0.3
radical beach,0.3
eligible fragment,0.3
global quarterback,0.3
equal leak,0.3
technological leave,0.3
concrete root,0.3
optional atmosphere,0.3
American inflammation,0.3
relevant clay,0.3
naval circumstance,0.3
wet mapping,0.3
electrical communion,0.3
gentle exhaust,0.3
wealthy puppet,0.3
disabled proliferation,0.3
healthy projector,0.3
theoretical novelist,0.3
valid borough,0.3
sound algebra,0.3
normal bursary,0.3
narrow genetics,0.3
audio gravel,0.3
organisational petrol,0.3
Muslim physics,0.3
efficient nationality,0.3
widespread disc,0.3
chief nerve,0.3
friendly arrow,0.3
exceptional congratulation,0.3
ill bond,0.3
widespread male,0.3
positive army,0.3
daily patent,0.3
deep commune,0.3
romantic truck,0.3
annual silence,0.3
video pocket,0.3
radical tram,0.3
ideal uncertainty,0.3
back marathon,0.3
back acronym,0.3
genetic faction,0.3
progressive refreshment,0.3
nuclear rehearsal,0.3
compatible fishing,0.3
classic genus,0.3
criminal cord,0.3
yellow landfill,0.3
similar hockey,0.3
whole songwriter,0.3
economic remain,0.3
naval remedy,0.3
fundamental scratch,0.3
dependent trailer,0.3
confident bacterium,0.3
theoretical parcel,0.3
similar grandson,0.3
printed injection,0.3
comic accordance,0.3
sorry era,0.3
keen portal,0.3
wealthy detention,0.3
architectural absorption,0.3
Victorian thrust,0.3
Democratic quantity,0.3
Islamic disposal,0.3
Welsh platinum,0.3
distant blanket,0.3
assistant projection,0.3
nervous miracle,0.3
outer stakeholder,0.3
frequent hostel,0.3
Catholic truck,0.3
angry syntax,0.3
married reproduction,0.3
slight pregnancy,0.3
holy freelance,0.3
part-time landfill,0.3
multiple grass,0.3
direct currency,0.3
visual intersection,0.3
friendly conspiracy,0.3
written gaming,0.3
consistent bronze,0.3
convenient brain,0.3
close lease,0.3
marine nightmare,0.3
joint chip,0.3
live axis,0.3
sick attendance,0.3
upper outreach,0.3
willing primary,0.3
federal word,0.3
comfortable parliament,0.3
continued slave,0.3
presidential bite,0.3
liberal broadband,0.3
flexible inheritance,0.3
architectural spam,0.3
detailed dirt,0.3
Danish weekend,0.3
rich ban,0.3
brown compliance,0.3
young gym,0.3
dramatic quarry,0.3
innovative parallel,0.3
sharp insulation,0.3
sick clothing,0.3
revolutionary lie,0.3
skilled livestock,0.3
deep coast,0.3
residential passion,0.3
sharp donation,0.3
frequent gravel,0.3
nuclear seating,0.3
vertical pavement,0.3
professional radiator,0.3
due ingredient,0.3
collective inch,0.3
future finish,0.3
ethical vegetation,0.3
tight footage,0.3
twin vowel,0.3
willing brewery,0.3
agricultural gym,0.3
mental ethos,0.3
archaeological string,0.3
median drought,0.3
leading courtesy,0.3
legal seating,0.3
top flu,0.3
mathematical saint,0.3
parliamentary parent,0.3
absolute cholesterol,0.3
official lake,0.3
severe transmitter,0.3
thick civilization,0.3
median subsidy,0.3
electoral monument,0.3
democratic percussion,0.3
upper utility,0.3
vertical hobby,0.3
nearby blog,0.3
individual reunion,0.3
magnetic distress,0.3
effective junk,0.3
rear humanity,0.3
median reflection,0.3
tropical memoir,0.3
integrated moon,0.3
forthcoming loop,0.3
near drill,0.3
printed stake,0.3
economic liner,0.3
clinical fate,0.3
rural testament,0.3
experimental wolf,0.3
patient lyric,0.3
experimental offensive,0.3
impossible desk,0.3
Conservative green,0.3
compatible infant,0.3
collective prophet,0.3
ethnic bench,0.3
left faculty,0.3
correct gram,0.3
institutional plain,0.3
medieval substance,0.3
reasonable artefact,0.3
estimated banking,0.3
charitable singing,0.3
dead kilometer,0.3
medical cloud,0.3
mental nationality,0.3
narrow caution,0.3
Swedish geometry,0.3
adverse architect,0.3
chronic landfill,0.3
geographical artery,0.3
crucial throat,0.3
ultimate theology,0.3
oral affiliate,0.3
parallel nationalism,0.3
integrated everyone,0.3
creative sheet,0.3
dependent licence,0.3
archaeological bulb,0.3
Democratic warrant,0.3
absolute smoke,0.3
conventional cliff,0.3
charitable sail,0.3
detailed mob,0.3
daily inning,0.3
severe cruise,0.3
integral ambition,0.3
right harassment,0.3
medieval bucket,0.3
unlikely numeracy,0.3
extensive metre,0.3
large caution,0.3
printed basketball,0.3
dependent lyric,0.3
numerous morality,0.3
native rope,0.3
ready quest,0.3
experienced texture,0.3
spectacular shoulder,0.3
outer youngster,0.3
overseas asbestos,0.3
proud suspicion,0.3
secure aim,0.3
molecular reward,0.3
basic lamb,0.3
double shore,0.3
negative railway,0.3
yellow collaboration,0.3
sudden plaque,0.3
relative clergy,0.3
sorry media,0.3
deep sibling,0.3
empty emperor,0.3
bright toll,0.3
charitable hazard,0.3
dry button,0.3
flat blog,0.3
happy wavelength,0.3
professional compost,0.3
physical fishing,0.3
complete worker,0.3
excellent doubt,0.3
electric shooting,0.3
widespread sun,0.3
integral anime,0.3
positive quarry,0.3
national pond,0.3
red dismissal,0.3
indigenous sun,0.3
terrorist diagnosis,0.3
manual lecturer,0.3
intelligent lid,0.3
cool pier,0.3
opposite fountain,0.3
green sum,0.3
necessary stable,0.3
voluntary quot,0.3
brilliant injury,0.3
expensive junior,0.3
acceptable flood,0.3
separate spy,0.3
surprising recorder,0.3
live hygiene,0.3
innovative hell,0.3
plastic riot,0.3
digital hardship,0.3
undergraduate bass,0.3
acute mass,0.3
absolute roundabout,0.3
corporate warmth,0.3
angry increase,0.3
square arrest,0.3
oral reach,0.3
retail elimination,0.3
sorry giant,0.3
comfortable revolution,0.3
genetic worm,0.3
due sculpture,0.3
stable notation,0.3
magnificent sodium,0.3
deep digit,0.3
late wolf,0.3
foreign axe,0.3
useful nose,0.3
elderly tower,0.3
tall honors,0.3
video viewpoint,0.3
numerous permission,0.3
federal cleaning,0.3
fixed nightmare,0.3
immediate drummer,0.3
tiny sanction,0.3
fundamental postcard,0.3
honest journey,0.3
inclusive human,0.3
outer chief,0.3
classical arrow,0.3
legislative recipe,0.3
quiet can,0.3
present belly,0.3
partial heaven,0.3
least donor,0.3
administrative manga,0.3
latter membrane,0.3
fellow symposium,0.3
Norwegian ascent,0.3
negative drum,0.3
necessary fisherman,0.3
occasional ipod,0.3
positive marble,0.3
Soviet beef,0.3
rough affection,0.3
vulnerable suspicion,0.3
functional tragedy,0.3
prestigious gas,0.3
affordable feasibility,0.3
terrorist nursing,0.3
mass volunteer,0.3
abstract romance,0.3
minimal copper,0.3
next Classics,0.3
Italian million,0.3
integral sand,0.3
sudden guitar,0.3
African luxury,0.3
accurate flora,0.3
religious peninsula,0.3
sorry ankle,0.3
Welsh bonus,0.3
clean privilege,0.3
intelligent brass,0.3
full-time streak,0.3
leading reliability,0.3
notable bin,0.3
wet rowing,0.3
latter scroll,0.3
mass memoir,0.3
official spray,0.3
mass follower,0.3
monthly brass,0.3
rear police,0.3
due taste,0.3
